donation_id,supporter_id,donation_date,donation_amount,payment_channel,campaign_id
90016075,118865,2022-05-27,67,Online,30020
90031331,118865,2023-12-09,133,Bank Transfer,30049
90016076,111410,2023-10-03,255,Online,30041
90016077,110789,2022-02-16,1715,Online,30024
90016080,104309,2024-02-10,777,Online,30023
90021160,104309,2024-03-03,555,Online,30016
90016085,114399,2023-09-22,1093,Bank Transfer,30041
90026194,114399,2023-09-06,765,Online,30004
90016086,112466,2022-12-11,1365,Online,30040
90016089,100279,2023-05-06,992,Event,30030
90016090,106066,2022-09-07,433,Online,30022
90034430,106066,2024-08-22,1731,Online,30010
90016094,117539,2024-06-10,672,Bank Transfer,30025
90016095,105353,2023-06-17,251,Event,30009
90026244,105353,2023-11-29,195,Online,30014
90027235,105353,2022-10-24,195,Online,30022
90028623,105353,2022-03-23,195,Online,30028
90016096,111300,2024-06-15,1093,Online,30000
90016098,114092,2025-07-07,2156,Online,30042
90016100,107314,2022-09-03,1618,Online,30037
90016101,101579,2022-06-22,252,Online,30026
90016104,107135,2025-12-27,187,Bank Transfer,30011
90031017,107135,2022-03-24,1589,Online,30024
90016105,111922,2023-08-13,1815,Online,30015
90016108,118589,2025-12-08,391,Online,30002
90027930,118589,2024-03-23,284,Online,30046
90029772,118589,2023-12-19,142,Online,30001
90016111,112482,2024-04-29,283,Online,30036
90016809,112482,2025-12-29,77,Online,30011
90026260,112482,2024-06-10,103,Bank Transfer,30025
90034128,112482,2024-07-06,283,Online,30019
90016114,117073,2022-07-30,848,Bank Transfer,30037
90016118,106827,2024-03-23,1232,Online,30036
90016122,102005,2025-04-16,507,Online,30007
90027554,102005,2025-12-26,127,Bank Transfer,30011
90030773,102005,2023-11-23,633,Online,30008
90016123,109921,2024-03-10,153,Online,30046
90022426,109921,2022-06-22,109,Online,30026
90027242,109921,2022-06-21,109,Online,30026
90030989,109921,2024-05-14,196,Event,30000
90016124,101851,2025-12-28,745,Online,30011
90021472,101851,2025-10-27,745,Online,30013
90016125,112338,2023-12-10,516,Online,30001
90021383,112338,2025-03-29,774,Online,30035
90033771,112338,2024-07-21,516,Online,30019
90016127,113219,2022-02-06,192,Online,30024
90028225,113219,2025-12-19,224,Online,30047
90030757,113219,2023-11-20,160,Event,30049
90031488,113219,2023-10-07,128,Event,30041
90033369,113219,2022-09-03,479,Online,30037
90016132,119139,2025-05-17,1090,Event,30007
90018275,119139,2023-09-09,363,Bank Transfer,30029
90016135,106930,2022-03-29,419,Online,30028
90029955,106930,2025-12-16,791,Bank Transfer,30047
90016136,118853,2022-11-18,279,Online,30045
90019980,118853,2024-07-07,195,Bank Transfer,30000
90024512,118853,2023-12-03,223,Online,30014
90016138,100639,2022-06-14,369,Event,30026
90016139,103403,2024-05-01,77,Online,30046
90034688,103403,2022-06-26,123,Online,30026
90016144,111151,2022-12-27,1598,Online,30040
90016146,108736,2025-02-11,413,Bank Transfer,30017
90020802,108736,2025-12-20,225,Online,30011
90023347,108736,2023-11-24,113,Online,30049
90031685,108736,2023-08-31,188,Online,30029
90016147,108283,2024-02-09,1286,Bank Transfer,30023
90020640,108283,2024-07-07,391,Online,30019
90027912,108283,2025-11-07,112,Online,30002
90016148,101269,2024-04-02,443,Online,30036
90019426,101269,2024-02-18,1034,Online,30023
90021502,101269,2023-10-03,887,Bank Transfer,30041
90016149,119076,2024-06-05,1979,Bank Transfer,30025
90016152,114440,2023-11-11,1533,Online,30049
90016154,102396,2025-11-17,200,Online,30044
90016155,117365,2025-10-25,131,Online,30003
90025355,117365,2024-02-23,95,Online,30016
90016156,118834,2025-01-31,1162,Online,30043
90022673,118834,2025-05-17,968,Online,30007
90016157,116679,2022-09-19,200,Online,30022
90016158,108703,2025-09-15,259,Online,30003
90016799,108703,2025-12-10,648,Event,30002
90025814,108703,2024-04-03,778,Bank Transfer,30038
90027911,108703,2025-02-22,324,Online,30017
90016164,101253,2025-08-07,680,Online,30033
90029797,101253,2024-05-27,440,Online,30025
90016167,108037,2025-11-12,1153,Event,30044
90025522,108037,2023-12-19,824,Online,30008
90016168,116492,2024-07-12,1642,Online,30019
90016169,102593,2025-08-31,250,Online,30003
90033443,102593,2022-03-15,250,Bank Transfer,30024
90016170,116696,2023-10-06,387,Online,30041
90025696,116696,2025-10-25,774,Bank Transfer,30003
90016172,116102,2025-08-15,1342,Bank Transfer,30042
90032820,116102,2023-04-18,767,Online,30030
90016174,114359,2023-04-11,759,Event,30021
90031673,114359,2023-10-04,701,Online,30041
90016175,118649,2023-07-27,1052,Online,30015
90025405,118649,2025-02-08,681,Online,30035
90016176,104096,2023-12-27,48,Online,30049
90019480,104096,2024-06-07,217,Online,30000
90020862,104096,2022-07-16,169,Online,30006
90027543,104096,2022-12-17,314,Online,30040
90016177,115824,2023-08-05,301,Online,30015
90022656,115824,2022-04-03,977,Online,30028
90027813,115824,2022-12-19,827,Bank Transfer,30032
90034046,115824,2022-06-12,376,Online,30006
90016179,118780,2024-07-27,243,Online,30019
90030465,118780,2023-10-26,606,Bank Transfer,30001
90034785,118780,2024-02-28,1273,Online,30038
90016183,100813,2025-08-03,42,Online,30033
90016228,100813,2022-12-21,84,Online,30040
90026695,100813,2023-12-06,74,Online,30014
90016184,119659,2025-11-26,67,Online,30047
90023416,119659,2025-09-15,133,Bank Transfer,30003
90016189,103603,2023-12-04,856,Online,30014
90016191,106882,2022-07-11,762,Online,30039
90025357,106882,2023-12-27,1454,Online,30005
90016196,100924,2025-11-21,757,Bank Transfer,30044
90016197,100841,2022-07-09,1115,Online,30020
90026886,100841,2024-07-18,172,Online,30019
90030019,100841,2025-09-02,43,Online,30033
90016199,102124,2022-10-04,288,Bank Transfer,30022
90022304,102124,2022-01-25,346,Online,30031
90024981,102124,2025-12-21,692,Online,30011
90016201,112134,2024-03-15,255,Bank Transfer,30016
90033364,112134,2024-05-25,46,Bank Transfer,30000
90016205,119777,2024-03-29,1180,Online,30038
90016208,109601,2023-06-15,171,Bank Transfer,30009
90026116,109601,2025-09-19,438,Online,30003
90016210,102493,2023-09-25,303,Event,30041
90021423,102493,2023-07-27,353,Online,30015
90025719,102493,2022-02-19,252,Bank Transfer,30024
90034258,102493,2022-09-16,101,Online,30022
90016211,108127,2023-11-25,457,Online,30001
90024017,108127,2022-09-23,1217,Bank Transfer,30022
90016212,107736,2022-12-28,851,Online,30032
90016215,118326,2023-10-04,720,Online,30041
90032282,118326,2024-06-10,1259,Event,30025
90016218,100332,2025-11-23,232,Event,30047
90016403,100332,2025-08-18,265,Online,30003
90032566,100332,2023-12-23,464,Online,30005
90016220,105277,2023-05-18,76,Bank Transfer,30012
90016607,105277,2022-06-22,69,Event,30026
90027621,105277,2025-11-13,55,Online,30047
90016221,100573,2024-10-10,2306,Online,30027
90016224,115314,2023-09-08,2157,Online,30004
90016225,116373,2024-08-05,1201,Event,30034
90016226,116325,2025-09-17,73,Online,30003
90016452,116325,2025-01-24,91,Online,30043
90026327,116325,2025-12-24,118,Online,30047
90028996,116325,2022-10-08,27,Online,30022
90016229,104664,2024-11-06,1158,Bank Transfer,30027
90034174,104664,2023-07-19,801,Online,30009
90016234,103653,2022-08-10,1597,Bank Transfer,30037
90018702,103653,2025-02-23,342,Online,30007
90016235,115046,2022-03-30,1236,Online,30028
90016236,102854,2025-12-14,1166,Online,30047
90030649,102854,2023-07-14,307,Online,30009
90016237,110810,2025-11-15,500,Event,30013
90028837,110810,2025-10-14,200,Bank Transfer,30003
90016239,116543,2024-04-09,1277,Bank Transfer,30036
90016240,116561,2023-10-02,84,Online,30041
90018448,116561,2022-01-15,20,Online,30031
90020702,116561,2024-02-20,84,Online,30023
90021234,116561,2022-05-14,84,Bank Transfer,30018
90027684,116561,2024-04-29,106,Online,30036
90016243,105605,2025-03-09,390,Online,30035
90026744,105605,2024-04-05,1659,Online,30036
90016244,114922,2022-01-23,1720,Online,30031
90016246,116956,2023-09-27,1105,Online,30041
90016247,110173,2024-03-23,454,Bank Transfer,30016
90033801,110173,2025-05-02,742,Bank Transfer,30007
90016248,104370,2023-08-12,1000,Bank Transfer,30015
90024472,104370,2025-08-16,2000,Bank Transfer,30042
90016251,108936,2023-12-30,1085,Online,30005
90027200,108936,2023-03-26,651,Online,30030
90016252,110402,2025-10-24,276,Online,30002
90018659,110402,2023-12-01,369,Event,30001
90025811,110402,2025-04-29,1013,Bank Transfer,30007
90016255,101057,2023-10-02,359,Event,30041
90018316,101057,2025-05-03,2154,Online,30007
90016257,106980,2022-01-21,326,Online,30031
90018949,106980,2025-02-19,163,Online,30017
90019858,106980,2024-06-10,611,Event,30025
90026484,106980,2024-07-06,81,Online,30019
90016258,111427,2024-04-05,223,Online,30046
90016260,104696,2022-06-24,200,Online,30026
90016261,117060,2022-06-18,714,Bank Transfer,30006
90028294,117060,2022-03-31,561,Online,30028
90016262,114751,2022-06-02,371,Event,30020
90031601,114751,2024-06-13,297,Online,30025
90016266,119504,2024-12-22,502,Event,30048
90016268,115423,2022-03-31,129,Bank Transfer,30028
90016394,115423,2024-07-21,71,Online,30010
90016269,115869,2025-08-03,618,Online,30033
90016271,107631,2024-06-23,246,Bank Transfer,30010
90022332,107631,2022-12-19,468,Online,30040
90016274,113843,2024-06-03,517,Bank Transfer,30025
90027527,113843,2022-07-09,930,Online,30039
90016276,108284,2022-02-19,624,Online,30024
90016277,119185,2025-09-24,1125,Online,30003
90021484,119185,2025-12-26,656,Bank Transfer,30047
90022226,119185,2025-10-03,1219,Bank Transfer,30003
90016281,109653,2023-08-08,1327,Bank Transfer,30009
90016282,115939,2024-11-24,945,Bank Transfer,30027
90021132,115939,2023-12-05,675,Online,30005
90016283,115237,2025-08-02,87,Online,30042
90023343,115237,2022-11-22,1530,Bank Transfer,30045
90016286,117835,2023-04-25,2344,Event,30012
90016287,118077,2024-03-24,430,Online,30016
90016288,105679,2024-03-23,204,Online,30016
90031811,105679,2024-08-27,143,Bank Transfer,30010
90016289,119841,2024-03-28,699,Online,30046
90024281,119841,2024-11-09,979,Online,30048
90016290,103643,2025-01-21,853,Online,30043
90016291,115433,2025-08-24,2016,Online,30033
90016292,118596,2025-11-17,474,Bank Transfer,30013
90016293,105220,2022-03-20,183,Bank Transfer,30028
90019470,105220,2022-05-26,122,Online,30006
90021023,105220,2025-05-02,152,Online,30007
90024200,105220,2022-12-30,396,Bank Transfer,30045
90024293,105220,2024-05-31,243,Online,30025
90016294,109330,2023-07-29,212,Online,30004
90020700,109330,2024-03-21,248,Bank Transfer,30016
90016296,107324,2024-07-23,224,Online,30019
90034922,107324,2024-05-28,335,Bank Transfer,30025
90016298,113596,2022-06-26,1732,Online,30026
90016299,107307,2024-06-13,343,Bank Transfer,30025
90021649,107307,2022-06-12,114,Bank Transfer,30018
90025734,107307,2024-03-24,251,Online,30016
90016301,101442,2023-04-08,233,Online,30021
90028978,101442,2023-09-06,100,Online,30029
90033865,101442,2025-10-30,498,Online,30013
90016303,118412,2022-06-07,185,Online,30020
90028212,118412,2023-12-12,162,Online,30005
90016305,106129,2025-02-14,842,Online,30017
90029802,106129,2022-08-22,388,Online,30037
90016306,102690,2025-07-22,1072,Online,30042
90031453,102690,2024-12-01,1001,Online,30048
90016307,107078,2024-02-27,139,Online,30038
90021559,107078,2023-08-12,93,Online,30009
90027608,107078,2024-04-09,278,Online,30038
90016311,103550,2023-05-18,1085,Event,30012
90016312,111564,2022-06-15,464,Online,30018
90016313,118294,2024-05-03,259,Online,30036
90028049,118294,2024-03-18,118,Bank Transfer,30016
90028556,118294,2025-11-29,212,Online,30044
90016314,115445,2023-08-06,346,Online,30004
90032252,115445,2023-12-15,1317,Online,30005
90016316,101076,2025-03-05,151,Online,30043
90020484,101076,2022-07-28,981,Bank Transfer,30037
90024243,101076,2025-11-23,377,Online,30002
90034576,101076,2024-03-08,1282,Online,30046
90016317,106712,2024-08-07,376,Bank Transfer,30034
90016318,113124,2023-12-21,705,Online,30014
90027979,113124,2022-01-10,484,Event,30031
90016324,118606,2025-08-24,62,Event,30003
90020195,118606,2023-12-13,112,Bank Transfer,30005
90024465,118606,2025-11-02,137,Bank Transfer,30013
90025253,118606,2024-05-26,50,Bank Transfer,30025
90026924,118606,2022-12-13,62,Online,30040
90030750,118606,2024-09-08,25,Online,30034
90034694,118606,2025-09-12,25,Bank Transfer,30003
90016326,101569,2024-06-08,696,Online,30025
90032094,101569,2024-09-06,696,Online,30034
90016331,106383,2023-12-02,1129,Online,30008
90016333,111704,2023-08-07,146,Event,30009
90031256,111704,2024-03-05,173,Bank Transfer,30038
90016335,110329,2025-11-19,327,Event,30002
90020738,110329,2024-07-08,25,Online,30019
90026558,110329,2022-12-28,176,Online,30032
90029988,110329,2022-07-23,75,Online,30037
90016336,104426,2022-06-02,745,Online,30018
90025152,104426,2022-10-15,652,Bank Transfer,30032
90016338,106533,2022-03-11,200,Online,30024
90016340,114994,2023-12-12,1000,Online,30049
90016343,103995,2022-01-21,217,Bank Transfer,30031
90021961,103995,2025-10-29,1390,Online,30013
90016344,118626,2025-03-13,186,Online,30007
90023341,118626,2022-12-26,186,Online,30032
90027980,118626,2025-11-19,1924,Online,30044
90016345,102978,2022-06-29,695,Online,30018
90028582,102978,2022-12-18,199,Bank Transfer,30040
90016348,102654,2023-12-05,29,Online,30049
90024708,102654,2022-07-04,146,Online,30006
90028944,102654,2023-07-24,408,Online,30015
90016350,108583,2025-11-25,846,Online,30044
90021660,108583,2025-12-31,483,Online,30011
90016351,109189,2024-08-13,686,Bank Transfer,30034
90023255,109189,2023-11-23,369,Bank Transfer,30005
90024366,109189,2023-12-01,633,Online,30001
90016352,105276,2025-11-01,32,Online,30013
90016829,105276,2023-04-24,110,Online,30030
90017203,105276,2025-10-24,58,Online,30013
90016353,117040,2022-05-26,214,Event,30006
90016359,109696,2023-09-21,476,Bank Transfer,30041
90024831,109696,2024-03-27,136,Online,30036
90026826,109696,2025-11-16,102,Online,30044
90027430,109696,2024-03-10,374,Online,30016
90027610,109696,2025-11-17,238,Bank Transfer,30047
90016360,102328,2023-11-07,1600,Online,30014
90016361,100549,2025-12-22,1009,Online,30011
90018164,100549,2023-09-01,310,Bank Transfer,30029
90024173,100549,2023-09-30,776,Online,30041
90016363,110957,2025-11-10,1486,Online,30044
90016364,107129,2024-06-12,472,Online,30025
90016365,108589,2025-04-24,124,Online,30007
90017946,108589,2025-12-14,76,Online,30002
90016367,118465,2022-02-20,825,Online,30024
90016368,106902,2022-08-15,2156,Online,30037
90016370,114108,2025-11-09,1966,Online,30013
90016372,119767,2023-05-16,211,Online,30012
90016373,113803,2022-01-16,1373,Online,30031
90016374,108291,2023-08-02,1540,Online,30015
90016376,108322,2022-01-10,308,Online,30031
90017349,108322,2025-11-23,1232,Online,30047
90016379,119199,2025-02-10,855,Event,30017
90016380,114294,2025-11-02,85,Online,30013
90016994,114294,2023-12-25,402,Online,30049
90018664,114294,2024-03-30,148,Online,30036
90016381,117965,2024-02-15,1172,Online,30023
90016382,102037,2023-10-27,73,Online,30001
90021821,102037,2025-02-23,127,Bank Transfer,30017
90016383,114623,2023-09-22,175,Online,30041
90026076,114623,2024-03-16,263,Bank Transfer,30046
90016387,119625,2022-12-23,373,Bank Transfer,30040
90025016,119625,2025-12-24,213,Bank Transfer,30011
90025138,119625,2025-09-10,320,Online,30003
90026863,119625,2023-08-19,587,Online,30004
90016388,103369,2023-05-12,2456,Online,30030
90016389,103221,2024-03-25,53,Online,30038
90023663,103221,2022-07-10,106,Event,30006
90032546,103221,2022-12-15,212,Bank Transfer,30040
90016390,106262,2024-04-07,71,Online,30046
90020919,106262,2025-12-21,57,Online,30047
90029600,106262,2022-12-24,71,Online,30040
90016391,102738,2023-09-09,190,Online,30029
90018014,102738,2023-07-02,111,Online,30009
90024919,102738,2022-11-06,143,Online,30045
90016397,115261,2022-06-26,1118,Event,30026
90020248,115261,2025-11-07,946,Bank Transfer,30002
90016398,111961,2023-07-26,668,Online,30015
90032223,111961,2023-03-15,1240,Online,30021
90016399,116724,2022-06-23,842,Event,30026
90016400,114338,2025-08-10,662,Online,30042
90016401,117909,2025-03-29,2151,Bank Transfer,30007
90016405,112881,2025-08-21,486,Bank Transfer,30033
90016407,110554,2023-04-14,795,Online,30021
90030756,110554,2022-01-08,909,Bank Transfer,30031
90016409,107427,2025-11-09,561,Event,30013
90020478,107427,2023-11-18,499,Online,30005
90016412,108081,2025-02-10,67,Bank Transfer,30017
90023567,108081,2023-11-22,133,Online,30049
90016414,108301,2022-12-17,962,Online,30045
90017296,108301,2022-06-27,1224,Bank Transfer,30020
90017607,108301,2025-12-06,262,Online,30047
90034123,108301,2025-09-28,262,Online,30033
90016415,118727,2024-03-11,137,Online,30016
90019656,118727,2024-07-30,1093,Online,30019
90020649,118727,2022-07-12,615,Bank Transfer,30018
90032907,118727,2022-06-25,205,Online,30026
90034780,118727,2025-11-03,273,Online,30044
90016420,117571,2022-01-12,2009,Bank Transfer,30031
90016421,111964,2022-12-29,2472,Online,30032
90016424,101675,2025-02-01,302,Online,30043
90032017,101675,2022-06-25,1208,Online,30026
90016425,107340,2023-05-06,180,Bank Transfer,30030
90022509,107340,2024-03-26,77,Online,30036
90024411,107340,2025-05-19,26,Online,30007
90025762,107340,2023-11-19,154,Online,30008
90026987,107340,2024-04-24,39,Online,30036
90016427,102873,2022-03-23,93,Online,30024
90029264,102873,2024-02-23,110,Online,30016
90016428,119130,2025-11-11,543,Online,30047
90016429,100030,2022-06-19,56,Online,30020
90030063,100030,2024-10-24,72,Online,30027
90032318,100030,2024-03-29,72,Online,30046
90016433,116766,2023-11-09,128,Online,30008
90020856,116766,2024-03-13,450,Online,30038
90024163,116766,2023-07-28,385,Online,30009
90016435,104294,2022-05-18,67,Bank Transfer,30006
90026459,104294,2022-08-23,133,Online,30037
90016437,115817,2025-12-29,767,Bank Transfer,30047
90016439,117186,2022-06-20,796,Online,30039
90016441,101622,2022-09-12,115,Online,30022
90023458,101622,2025-10-15,146,Online,30003
90023736,101622,2025-12-28,73,Event,30002
90016442,116013,2022-07-16,200,Online,30006
90016444,104346,2025-04-09,1703,Online,30043
90016446,117166,2025-02-09,225,Bank Transfer,30017
90020973,117166,2023-09-03,901,Event,30029
90029340,117166,2022-08-27,901,Online,30037
90016450,119768,2025-09-19,202,Bank Transfer,30033
90027929,119768,2024-04-17,135,Online,30036
90016451,112883,2023-09-03,1794,Online,30029
90016453,100429,2023-08-26,310,Bank Transfer,30029
90016454,119398,2024-06-05,279,Online,30025
90025772,119398,2024-12-13,219,Online,30048
90016456,101505,2023-07-27,673,Bank Transfer,30004
90023754,101505,2025-10-29,224,Online,30013
90032991,101505,2022-03-12,673,Bank Transfer,30024
90033703,101505,2024-02-08,822,Bank Transfer,30023
90016458,101141,2025-12-21,2112,Online,30011
90016459,118471,2023-03-31,810,Bank Transfer,30021
90026962,118471,2025-02-06,143,Online,30017
90016462,115807,2025-02-16,1262,Online,30017
90016464,119764,2024-02-15,581,Online,30038
90023218,119764,2023-09-28,1307,Online,30041
90016465,119153,2023-05-14,952,Online,30012
90016466,114370,2024-03-15,372,Online,30046
90024724,114370,2024-03-24,1413,Event,30036
90016468,108368,2025-11-08,1885,Bank Transfer,30013
90016470,108576,2025-10-28,238,Online,30002
90025998,108576,2025-08-28,792,Bank Transfer,30003
90016473,106049,2023-08-07,304,Online,30015
90018851,106049,2025-11-16,183,Online,30044
90024383,106049,2022-06-27,304,Online,30026
90025316,106049,2025-04-18,304,Online,30007
90016476,106607,2023-07-26,265,Online,30009
90018411,106607,2024-02-09,926,Event,30023
90016477,102985,2022-06-06,1092,Online,30020
90016478,104571,2024-03-31,158,Online,30038
90032111,104571,2024-02-11,115,Online,30023
90016480,115412,2025-02-18,200,Online,30043
90024394,115412,2023-12-05,70,Online,30014
90016482,114784,2024-07-24,569,Online,30019
90016483,114849,2025-11-20,1206,Online,30044
90020732,114849,2024-07-26,1206,Online,30010
90016484,105739,2023-12-17,109,Online,30014
90025952,105739,2024-06-26,91,Online,30000
90016485,115033,2023-08-13,587,Online,30029
90020428,115033,2025-11-06,528,Online,30013
90021418,115033,2023-11-29,352,Online,30005
90028926,115033,2023-09-22,469,Online,30004
90033291,115033,2024-05-05,293,Bank Transfer,30046
90016486,116742,2025-06-27,189,Event,30042
90018113,116742,2022-11-25,189,Online,30045
90020647,116742,2022-08-22,126,Online,30037
90029296,116742,2023-08-07,315,Online,30004
90016488,105467,2024-03-02,1516,Event,30038
90016490,117782,2022-11-06,1042,Online,30045
90029389,117782,2023-04-29,868,Event,30012
90016491,112824,2023-09-02,2618,Online,30029
90016493,108072,2025-04-18,83,Online,30007
90016504,108072,2023-12-18,117,Online,30014
90016496,108363,2024-05-29,229,Online,30025
90017450,108363,2024-11-21,344,Event,30027
90020887,108363,2025-02-19,688,Online,30043
90016499,114231,2024-11-09,2124,Bank Transfer,30048
90016501,114605,2022-12-08,503,Bank Transfer,30040
90030504,114605,2023-06-10,1677,Bank Transfer,30009
90016503,105714,2022-03-03,1619,Online,30024
90016505,119020,2024-10-31,615,Online,30027
90016506,112290,2023-11-26,823,Online,30014
90031193,112290,2024-03-26,932,Bank Transfer,30046
90016507,105928,2025-12-22,559,Online,30011
90029554,105928,2023-11-24,391,Online,30001
90031113,105928,2025-11-12,726,Bank Transfer,30013
90016512,119912,2022-11-08,1396,Online,30045
90034618,119912,2025-07-05,1396,Bank Transfer,30042
90016513,101537,2025-12-31,2213,Online,30011
90016515,112978,2023-12-30,200,Online,30014
90016518,106958,2023-04-02,907,Bank Transfer,30030
90018024,106958,2024-03-25,742,Bank Transfer,30036
90016520,111817,2024-04-03,1035,Online,30046
90016522,113351,2023-08-26,327,Bank Transfer,30029
90019696,113351,2024-07-22,446,Online,30019
90026781,113351,2022-06-25,89,Online,30020
90016523,109676,2023-12-07,315,Online,30008
90016987,109676,2023-11-10,315,Online,30049
90017686,109676,2025-12-21,197,Online,30047
90023512,109676,2023-08-20,157,Online,30029
90024001,109676,2022-06-18,79,Online,30026
90016527,116343,2025-02-09,2466,Bank Transfer,30017
90016528,113851,2024-06-03,125,Online,30025
90022473,113851,2023-04-21,75,Online,30012
90016529,111118,2023-02-22,323,Event,30021
90018032,111118,2024-07-23,359,Bank Transfer,30010
90019036,111118,2022-09-14,323,Bank Transfer,30022
90016531,119000,2022-06-13,1172,Online,30026
90019283,119000,2025-02-15,488,Online,30017
90016532,114856,2024-06-20,59,Online,30000
90021042,114856,2022-12-16,141,Event,30040
90016534,109849,2022-02-14,1859,Online,30024
90016535,104071,2024-04-17,265,Bank Transfer,30046
90023648,104071,2023-11-15,1326,Online,30008
90016537,107433,2024-03-10,2178,Online,30016
90016538,100798,2022-06-22,563,Online,30026
90034364,100798,2024-02-29,169,Bank Transfer,30038
90016539,106801,2025-12-04,505,Bank Transfer,30047
90016541,119458,2025-01-27,456,Online,30043
90025715,119458,2024-06-05,1139,Bank Transfer,30025
90016542,110752,2022-02-09,672,Bank Transfer,30024
90016543,109977,2024-12-20,351,Online,30048
90019279,109977,2024-12-19,44,Online,30027
90021674,109977,2024-05-02,175,Online,30036
90024284,109977,2025-08-16,219,Online,30033
90029812,109977,2022-06-25,745,Bank Transfer,30026
90016547,116337,2025-07-26,1546,Online,30033
90016548,101679,2023-11-02,163,Online,30049
90027596,101679,2022-03-16,136,Online,30028
90032625,101679,2025-09-30,68,Online,30003
90016549,113491,2024-05-26,210,Online,30025
90026431,113491,2024-08-19,240,Online,30034
90016550,103157,2025-03-07,2222,Online,30035
90016555,102645,2022-11-23,1018,Online,30032
90027287,102645,2022-09-01,1018,Online,30037
90016558,100490,2024-02-26,1437,Bank Transfer,30016
90016559,101061,2022-11-30,150,Online,30040
90034125,101061,2024-07-10,406,Online,30019
90016564,109684,2022-12-23,1123,Event,30045
90020244,109684,2023-12-14,618,Online,30049
90023654,109684,2024-10-22,56,Online,30027
90016565,100754,2024-08-20,532,Event,30010
90020884,100754,2022-09-13,118,Bank Transfer,30022
90016567,108256,2024-08-19,931,Online,30010
90016821,108256,2022-06-28,1185,Online,30006
90016569,111728,2023-08-13,393,Online,30004
90018495,111728,2025-11-06,618,Bank Transfer,30013
90024920,111728,2023-08-05,225,Event,30004
90031741,111728,2025-11-11,506,Online,30047
90016570,107606,2023-03-21,1255,Online,30021
90016571,107934,2024-07-26,1402,Online,30019
90019377,107934,2022-11-06,449,Online,30045
90016574,111120,2025-10-30,542,Online,30013
90024286,111120,2022-07-06,1490,Online,30020
90016575,107293,2023-11-03,117,Event,30008
90024093,107293,2025-11-08,83,Online,30013
90016577,104330,2023-12-24,962,Bank Transfer,30049
90029273,104330,2024-03-08,401,Online,30046
90031944,104330,2022-12-18,802,Online,30045
90016579,105534,2025-01-23,856,Online,30035
90016580,101450,2025-09-28,1254,Bank Transfer,30033
90016582,108077,2023-08-10,1393,Bank Transfer,30015
90016586,114265,2025-09-18,653,Online,30003
90023074,114265,2024-12-04,1305,Online,30048
90016587,108030,2022-12-19,1324,Online,30040
90016589,107062,2025-08-26,140,Online,30003
90033022,107062,2024-02-29,60,Online,30038
90016593,117108,2025-02-06,164,Online,30017
90017003,117108,2022-11-23,137,Online,30032
90019292,117108,2022-10-15,82,Bank Transfer,30022
90022980,117108,2022-06-25,82,Bank Transfer,30026
90029123,117108,2023-07-24,137,Event,30015
90034245,117108,2023-08-20,246,Online,30004
90016595,104979,2025-02-17,29,Online,30035
90020525,104979,2025-10-14,97,Online,30003
90029310,104979,2025-02-18,40,Online,30017
90030457,104979,2024-03-23,34,Online,30016
90016596,117658,2022-06-19,94,Online,30039
90031146,117658,2025-09-21,59,Event,30003
90034092,117658,2025-02-05,47,Event,30017
90016599,112789,2024-07-15,407,Bank Transfer,30010
90020776,112789,2022-07-26,1526,Online,30037
90022952,112789,2022-07-14,712,Online,30020
90016602,105291,2024-07-19,200,Bank Transfer,30010
90016610,109333,2023-04-09,815,Online,30030
90016614,113834,2023-12-22,1445,Online,30049
90025072,113834,2025-12-30,1313,Event,30011
90016615,104778,2023-11-16,1997,Online,30014
90016618,108176,2023-09-26,889,Online,30041
90016619,101188,2025-02-17,78,Event,30043
90020722,101188,2022-03-16,96,Event,30024
90025809,101188,2025-11-25,26,Bank Transfer,30044
90016621,110673,2025-02-02,596,Bank Transfer,30035
90024046,110673,2022-06-16,993,Online,30006
90030940,110673,2022-12-20,397,Bank Transfer,30040
90016624,105889,2022-06-20,313,Online,30020
90017657,105889,2022-06-22,938,Event,30026
90023541,105889,2024-05-30,1146,Bank Transfer,30025
90016628,103456,2022-07-06,127,Online,30039
90026954,103456,2022-09-26,459,Online,30022
90016629,108772,2025-10-27,622,Online,30013
90033958,108772,2022-08-11,449,Bank Transfer,30037
90016630,100876,2024-02-07,1848,Online,30023
90016631,113337,2023-08-15,1123,Online,30015
90019786,113337,2022-11-26,337,Online,30045
90030822,113337,2023-11-30,337,Online,30008
90016634,115180,2023-07-22,277,Online,30009
90025030,115180,2024-12-15,492,Online,30048
90016637,116354,2023-12-09,1563,Online,30005
90016638,102933,2023-12-03,1536,Online,30005
90016640,116033,2022-01-20,189,Online,30031
90020543,116033,2024-08-10,805,Online,30010
90016641,113699,2025-11-13,430,Online,30013
90016642,119558,2023-03-27,185,Bank Transfer,30021
90027985,119558,2023-10-28,135,Online,30049
90016643,118926,2022-05-17,1285,Online,30018
90031690,118926,2023-11-24,395,Online,30001
90016646,112351,2023-07-10,241,Event,30009
90030520,112351,2022-06-25,114,Online,30026
90016647,117133,2025-11-28,287,Online,30047
90017979,117133,2024-02-19,154,Bank Transfer,30023
90016648,109423,2024-05-27,200,Online,30000
90016649,104868,2023-08-03,1471,Online,30015
90016653,109266,2024-05-05,1144,Event,30036
90016654,111067,2024-07-02,2137,Bank Transfer,30010
90016657,100579,2025-12-24,767,Online,30011
